StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,CGPA,Grade
1075,20,1,0,3,7.232533221,14,0,3,1,0,6.398775311,C
1076,20,0,0,3,8.606443259,17,0,3,0,1,6.752605886,C
1077,20,0,0,2,7.781706532,3,0,3,0,0,6.489664736,C
1078,20,1,1,3,6.990203993,18,1,1,1,1,6.411568233,C
1079,20,1,0,0,9.061822317,19,0,1,0,0,6.794926844,C
1080,20,1,3,1,9.709235925,25,0,3,0,1,7.036862653,B
1081,20,0,3,1,7.376342182,6,0,1,0,1,6.410441708,C
1082,20,1,2,2,9.541378859,25,0,2,0,0,6.931149794,C
1083,20,1,1,1,9.677985778,7,0,0,1,1,7.040517665,B
1084,20,0,2,1,9.881134809,16,0,1,0,1,7.055716032,B
1085,20,1,0,2,7.717616964,12,0,3,1,1,6.573565619,C
1086,20,1,2,3,9.846510217,23,0,3,0,0,7.022113443,B
1087,20,1,0,1,7.902209182,20,1,1,1,0,6.596442305,C
1088,20,0,2,1,8.674460045,27,0,1,0,0,6.695560465,C
1089,20,0,0,1,7.001691569,22,0,0,1,0,6.302203354,C
1090,20,0,2,1,6.979603628,10,0,2,0,0,6.270983736,C
1091,20,0,3,1,9.234577376,26,0,1,0,0,6.839711746,C
1092,20,1,0,2,8.31493326,0,0,2,1,1,6.714304454,C
1093,20,0,0,2,7.687641251,1,1,3,0,0,6.515359829,C
1094,20,0,3,2,7.468044987,16,1,3,0,1,6.509493979,C
1095,20,1,0,1,9.066511636,4,0,1,1,1,6.895467389,C
1096,20,1,2,3,6.834671813,29,0,3,0,0,6.247017162,C
1097,20,1,1,1,9.519637231,29,0,4,0,0,6.950730441,C
1098,20,0,0,2,7.097498687,5,0,2,0,1,6.351112232,C
1099,20,0,0,3,7.47163205,25,0,2,1,0,6.448317426,C
1100,20,0,0,1,8.120787984,24,0,2,0,0,6.565390666,C
1101,20,1,2,1,8.449529132,23,1,1,1,1,6.787476826,C
1102,20,1,0,3,8.016650386,6,0,3,1,0,6.600281646,C
1103,20,0,1,1,7.902373883,27,0,3,1,1,6.621795816,C
1104,20,1,0,2,10.04638671,20,1,2,0,1,7.160935999,B
1105,20,1,1,0,8.971932271,29,0,3,1,0,6.847230136,C
1106,20,1,2,2,6.911443185,14,0,3,0,1,6.316114396,C
1107,20,0,3,1,8.267253028,18,0,0,1,0,6.62782973,C
1108,20,1,0,0,9.750028999,15,0,1,0,1,7.021919914,B
1109,20,1,2,2,7.838187288,24,1,3,1,1,6.655138387,C
1110,20,0,2,1,7.148521149,12,1,4,0,0,6.389558486,C
1111,20,0,1,1,9.361282572,4,1,3,0,0,6.946352755,C
1112,20,1,3,0,8.85337944,2,1,4,0,0,6.828010082,C
1113,20,1,0,1,8.734375026,2,0,2,0,0,6.722373773,C
1114,21,0,0,1,7.011921865,18,1,1,0,1,6.367159248,C
1115,20,0,2,0,7.301663366,13,1,2,0,0,6.404027622,C
1116,20,1,0,3,8.908497987,15,0,0,0,0,6.742777492,C
1117,20,1,2,0,7.526079472,21,0,3,1,0,6.474656507,C
1118,20,1,2,2,8.513566932,16,0,4,0,0,6.691151506,C
1119,20,1,0,1,8.64960562,26,0,3,0,1,6.764117536,C
1120,20,0,2,1,7.778357301,3,0,2,1,0,6.526302516,C
1121,20,1,0,3,9.994750518,12,1,1,1,1,7.184787304,B
1122,20,1,1,1,9.641547023,7,1,1,0,1,7.043636929,B
1123,20,0,1,4,9.241245025,18,0,2,0,0,6.8535727,C
1124,20,1,3,1,7.093312888,4,0,3,0,0,6.312490202,C
1125,20,0,0,2,7.187100064,1,1,2,1,0,6.424001292,C
1126,20,1,0,2,8.47593782,14,0,4,1,0,6.731375437,C
1127,20,1,1,3,7.369044497,1,0,3,1,0,6.433340781,C
1128,20,0,2,2,10.09421821,10,1,1,0,1,7.160305222,B
1129,20,0,1,2,7.361734113,12,1,1,1,1,6.506947697,C
1130,20,1,0,1,8.458226118,22,1,3,0,0,6.71467132,C
1131,20,1,0,1,8.047070189,9,0,1,0,0,6.533246206,C
1132,20,1,0,3,8.964621405,2,0,3,0,0,6.794148039,C
1133,20,0,2,1,7.263454696,4,1,2,0,1,6.443791242,C
1134,20,1,0,1,8.267721427,2,0,1,1,0,6.639739203,C
1135,20,0,0,2,7.749016776,5,1,2,1,0,6.568838026,C
1136,20,0,3,1,9.792505082,12,0,2,1,0,7.045221557,B
1137,20,1,0,4,6.96861904,9,0,3,0,1,6.330611436,C
1138,20,0,3,2,9.879091647,18,0,0,1,0,7.042778932,B
1139,20,1,1,2,9.609980462,7,0,3,1,0,7.010510483,B
1140,20,1,2,3,7.825235721,17,1,3,0,0,6.551493045,C
1141,20,1,0,0,9.464302182,2,0,3,1,0,6.972785073,C
1142,20,1,0,1,6.937378534,23,1,0,1,1,6.385691152,C
1143,20,1,2,2,10.0562185,23,1,3,0,0,7.126100414,B
1144,20,0,2,1,8.588649809,16,0,2,1,0,6.735480724,C
1145,20,0,2,2,7.844270087,7,1,2,1,1,6.643448777,C
1146,20,1,0,3,8.041944042,9,0,3,1,0,6.606926539,C
1147,20,1,2,2,7.054684512,1,1,2,1,0,6.38991244,C
1148,20,0,2,1,10.13116505,11,0,3,0,1,7.144861201,B
1149,20,0,1,4,6.964306484,22,0,1,1,1,6.355078996,C
1150,20,0,2,2,9.016357077,5,0,3,1,0,6.857600122,C
1151,20,0,2,2,8.309119759,1,0,1,0,1,6.65035228,C
1152,20,1,1,1,9.996387394,20,1,3,0,1,7.160564254,B
1153,20,1,0,3,7.653332468,22,0,4,1,0,6.519960763,C
1154,20,0,0,2,8.60695608,23,0,2,0,0,6.690504572,C
1155,20,1,0,2,8.441187362,2,0,2,1,0,6.696896001,C
1156,20,0,0,3,9.17622148,16,1,3,1,1,6.999244252,C
1157,20,1,0,1,7.060034107,28,0,0,0,1,6.317489632,C
1158,20,0,0,2,7.4792971,6,0,2,0,0,6.399446261,C
1159,20,1,0,3,7.5485494,28,0,2,0,0,6.418252242,C
1160,20,0,0,1,9.293835849,20,0,3,0,0,6.879700488,C
1161,20,0,2,2,7.463795654,4,1,3,1,0,6.507866704,C
1162,20,1,3,3,8.744972546,22,1,3,0,0,6.78849087,C
1163,20,0,0,2,7.550812735,0,1,3,0,0,6.480090467,C
1164,20,1,3,2,9.7054165,7,0,3,1,0,7.035079387,B
1165,20,1,1,3,9.973951515,11,1,2,1,0,7.141888397,B
1166,20,0,0,3,8.56164325,13,0,2,0,1,6.728394864,C
1167,20,1,0,1,8.007696281,15,1,2,1,1,6.685876516,C
1168,20,1,1,0,7.613525917,9,0,4,0,1,6.50913525,C
1169,20,1,2,2,6.999270005,14,0,3,1,0,6.338724395,C
1170,20,1,2,2,7.728333587,20,0,2,0,1,6.514180045,C
1171,20,1,0,2,9.014119266,23,0,3,0,1,6.857824024,C
1172,20,0,0,2,8.612056438,25,0,2,1,0,6.74190649,C
1173,20,1,0,1,9.980137594,14,1,3,0,0,7.106114265,B
1174,20,1,0,2,8.154257542,9,0,2,0,1,6.62334035,C
1175,20,1,0,1,9.146211141,20,1,1,1,0,6.916696215,C
1176,20,1,0,2,8.464409158,27,0,3,1,0,6.716485295,C
1177,20,1,2,2,8.54192072,6,0,3,0,0,6.685506416,C
1178,20,0,3,1,7.725914382,25,1,2,1,0,6.563779471,C
1179,20,1,0,1,8.349835923,2,0,2,1,0,6.67337863,C
1180,20,0,3,2,8.402616657,1,0,3,1,0,6.699421975,C
1181,20,0,0,2,9.188808406,5,1,3,0,0,6.901995721,C
1182,20,0,0,1,9.968799997,20,0,3,1,0,7.103462198,B
1183,20,0,0,4,7.931070925,8,0,2,1,1,6.615839093,C
1184,20,1,1,2,6.974001562,9,1,4,1,1,6.444497104,C
1185,20,0,3,4,8.487650418,3,0,3,0,0,6.671401822,C
1186,20,0,1,2,8.64820444,26,1,3,1,0,6.813756819,C
1187,20,1,0,2,7.394801837,2,0,3,0,0,6.390016155,C
1188,20,1,1,3,9.368215354,8,0,1,1,0,6.923315298,C
1189,20,1,0,2,10.11643036,23,0,0,1,1,7.15410126,B
1190,20,0,2,2,9.985915723,21,1,3,0,0,7.107912888,B
1191,20,1,1,1,7.490353463,16,0,2,0,0,6.402737038,C
1192,20,1,0,2,9.7512108,13,1,3,0,0,7.047135266,B
1193,20,0,1,1,9.181645455,9,0,2,1,0,6.88782948,C
1194,20,1,1,1,8.346155213,12,0,2,0,0,6.622875518,C
1195,20,1,0,0,8.635369981,11,1,1,1,0,6.784786069,C
1196,20,1,1,0,9.665333917,26,0,3,1,1,7.075605034,B
1197,20,1,0,4,8.433783132,0,0,1,1,0,6.682400979,C
1198,20,0,2,1,8.077357897,27,0,3,1,0,6.616843426,C
1199,20,1,2,2,8.477491643,21,0,2,0,0,6.657086562,C
1200,20,1,2,3,8.763766013,28,0,3,1,0,6.793595698,C
1201,20,0,1,2,7.463592179,18,0,1,0,0,6.383436544,C
1202,20,1,1,1,9.836359101,18,0,1,0,0,6.994277933,C
1203,20,0,0,2,9.080623163,5,0,3,0,1,6.874144682,C
1204,20,1,2,2,8.944229724,12,0,2,1,0,6.826842881,C
1205,20,0,0,2,7.164987421,18,0,1,1,0,6.356564204,C
1206,20,0,0,2,8.847246461,12,1,4,0,0,6.826875662,C
1207,20,0,0,4,7.236535541,26,1,1,1,0,6.425338995,C
1208,20,0,0,2,7.095658917,25,0,2,1,0,6.351527494,C
1209,20,1,1,1,8.591036319,21,0,1,0,0,6.673817325,C
1210,20,0,0,2,8.17595178,20,1,2,1,0,6.679414169,C
1211,20,1,2,0,8.796034234,3,0,2,0,0,6.738291667,C
1212,20,0,0,3,7.13074056,23,0,1,0,0,6.297969968,C
1213,20,0,0,1,8.269943543,1,0,3,1,0,6.665266817,C
1214,20,0,1,1,7.415955717,14,1,2,0,0,6.43349531,C
1215,20,1,0,3,10.12366695,11,0,3,0,0,7.092930904,B
1216,20,0,0,2,8.703834041,29,1,1,1,0,6.803211349,C
1217,20,1,2,1,9.124789536,26,1,2,1,0,6.923948137,C
1218,20,1,0,2,7.918060936,6,0,0,1,0,6.537400933,C
1219,20,1,2,3,7.149129716,19,1,3,0,0,6.377526266,C
1220,20,1,0,1,10.08623621,17,0,3,0,0,7.083561459,B
1221,20,1,0,3,7.787530118,22,0,3,1,1,6.592008396,C
1222,20,1,2,0,8.246027284,12,0,2,0,1,6.647098741,C
1223,20,1,0,2,8.999546406,16,0,3,0,0,6.803761298,C
1224,20,1,0,3,6.915657659,3,0,3,0,0,6.266710475,C
1225,20,1,0,1,9.534197102,24,0,0,1,0,6.954256489,C
1226,20,0,0,2,8.6219273,13,0,1,0,0,6.681414295,C
1227,20,0,2,1,7.760723957,19,0,2,0,0,6.472474126,C
1228,20,0,0,2,7.038693284,27,0,3,0,1,6.34945124,C
1229,20,0,2,2,7.374994718,12,1,0,0,0,6.397861486,C
1230,20,0,2,2,9.81677953,2,0,3,0,1,7.063526288,B
1231,20,1,0,1,9.120080746,25,0,2,0,0,6.82269147,C
1232,20,1,3,1,7.666339072,25,0,2,0,0,6.448442496,C
1233,20,1,0,0,7.05200255,17,0,1,0,1,6.327433112,C
1234,20,1,3,1,9.135384375,13,0,2,0,1,6.876097878,C
1235,20,1,0,2,8.741359087,14,0,0,0,1,6.749705071,C
1236,20,1,1,3,8.181731748,2,0,0,0,1,6.605102155,C
1237,20,1,0,2,8.045371497,0,0,3,0,0,6.557408897,C
1238,20,0,0,2,7.556047586,25,1,2,0,0,6.47004923,C
1239,20,0,1,4,9.065370855,23,1,2,0,0,6.858518152,C
1240,20,0,2,2,10.06889343,16,0,1,1,0,7.104052315,B
1241,20,0,0,3,7.419050819,2,1,2,0,1,6.483758775,C
1242,20,1,0,2,8.823722067,13,0,0,1,1,6.820864023,C
1243,20,1,2,1,8.247283519,2,0,2,0,1,6.6469777,C
1244,20,1,1,0,8.322295739,12,1,2,0,0,6.666733173,C
1245,20,0,3,2,7.680490934,14,0,2,1,0,6.501596841,C
1246,20,1,2,1,9.583782919,17,0,4,0,1,7.016710673,B
1247,20,1,3,1,8.450852014,13,0,2,0,0,6.649872943,C
1248,20,1,2,2,8.644686174,20,0,2,1,0,6.750084415,C
1249,20,0,0,2,7.849203043,25,0,2,0,1,6.54551871,C
1250,20,1,0,2,7.439361552,2,0,1,0,0,6.376487538,C
1251,20,0,2,1,7.119701294,18,0,3,0,1,6.369905814,C
1252,20,0,1,1,9.21373047,7,0,2,1,0,6.896000507,C
1253,20,0,0,2,7.487447606,3,1,1,1,0,6.488911181,C
1254,20,0,0,4,9.133584514,3,0,3,0,0,6.83769008,C
1255,20,1,3,2,8.134588153,18,1,0,0,0,6.593676693,C
1256,20,0,1,3,8.219249337,10,0,4,1,0,6.66511618,C
1257,20,0,0,2,8.39725832,0,1,3,0,0,6.697998088,C
1258,20,1,0,2,8.05902836,7,1,2,0,1,6.64873581,C
1259,20,1,0,1,7.168733257,14,0,1,1,1,6.407350748,C
1260,20,0,0,2,7.865439367,0,0,1,0,0,6.486087452,C
1261,20,1,0,2,9.045781202,6,0,1,1,0,6.840219467,C
1262,20,0,0,2,9.052614672,20,1,1,1,0,6.892600887,C
1263,20,0,2,2,7.787414357,19,0,2,1,1,6.579345261,C
1264,20,0,0,2,8.367008755,19,0,4,0,0,6.653555132,C
1265,20,0,2,1,7.478157427,23,0,2,0,0,6.39990842,C
1266,20,1,2,2,7.534573605,10,1,3,0,0,6.476354335,C
1267,20,0,0,1,6.910156961,26,0,3,0,0,6.266316606,C
1268,20,1,1,3,9.8224885,28,0,3,0,0,7.016151552,B
1269,20,1,0,1,7.535688884,13,0,0,0,1,6.439274784,C
1270,20,1,2,0,7.59177959,21,1,2,0,1,6.529070243,C
1271,20,1,0,2,7.765338109,15,0,3,0,0,6.485984208,C
1272,20,0,1,2,7.258026906,13,0,3,0,0,6.35529392,C
1273,20,1,1,2,9.204773803,11,0,4,0,0,6.868872495,C
1274,20,0,0,1,15.34621256,16,0,3,0,0,8.437637064,A
1275,20,1,0,2,7.030923916,13,1,1,0,0,6.321828883,C
1276,20,1,1,1,13.56638374,9,0,2,1,0,8.016629616,A
1277,20,0,2,3,12.02230386,23,0,0,1,1,7.644746339,B
1278,20,0,0,3,9.389144622,28,1,3,0,0,6.954592184,C
1279,20,0,1,2,14.61785552,13,1,2,0,0,8.287496638,A
1280,20,1,0,1,18.77630033,17,0,3,0,0,9.320717914,A+
1281,20,1,2,2,20.76073977,21,0,4,0,0,9.844266667,A+
1282,20,0,0,0,14.67630974,8,1,3,0,0,8.314822777,A
1283,20,0,2,2,11.51764693,16,0,2,1,0,7.489517143,B
1284,20,0,0,1,8.725443781,5,1,1,0,0,6.75770786,C
1285,20,0,0,3,9.221494724,7,1,3,1,1,7.010499325,B
1286,20,1,0,0,12.68041077,25,0,1,0,0,7.726757239,B
1287,20,0,0,2,10.93543091,12,1,1,0,0,7.326954586,B
1288,20,0,1,2,19.4371148,17,0,1,0,0,9.465836954,A+
1289,20,0,0,2,10.95126283,4,0,2,1,0,7.343174775,B
1290,20,0,2,0,11.03136031,5,0,1,0,0,7.301339388,B
1291,20,1,0,4,11.18831464,20,1,4,0,1,7.479912132,B
1292,20,0,0,2,18.23631438,18,0,4,1,0,9.244249226,A+
1293,20,1,0,2,15.3455961,3,0,4,0,0,8.449400586,A
1294,20,0,0,1,14.77595989,6,1,0,0,0,8.302887669,A
1295,20,0,0,2,10.42000257,3,0,4,0,0,7.181363524,B
1296,20,1,0,2,17.94517608,24,0,4,0,0,9.119565706,A+
1297,20,0,0,0,5.818993399,10,1,4,0,1,6.097198061,C
1298,20,1,0,1,18.76795601,11,1,3,0,0,9.368303101,A+
1299,20,1,1,3,13.19833177,13,1,3,0,1,7.984556675,B
1300,20,0,1,1,11.41722588,12,1,1,0,0,7.450987125,B
1301,20,1,0,1,12.95593548,28,0,3,1,0,7.87282122,B
1302,20,1,0,2,15.60424159,9,0,0,1,0,8.51625254,A
1303,20,1,3,2,5.420795524,17,0,2,0,0,5.869997737,D
1304,20,1,1,0,18.77969554,15,0,4,0,0,9.334003085,A+
1305,20,1,1,2,12.17150373,4,0,2,0,1,7.657311675,B
1306,20,1,0,1,10.55725697,7,1,1,0,0,7.22937586,B
1307,20,1,2,0,7.372708799,13,0,4,0,0,6.397317447,C
1308,20,1,2,0,12.05835027,4,0,4,0,1,7.653181626,B
1309,20,0,1,3,12.94279866,25,0,1,1,0,7.844305966,B
1310,20,0,3,1,11.5011708,27,0,3,0,1,7.498264442,B
1311,20,1,0,0,15.77915702,23,0,2,1,0,8.586904715,A
1312,20,0,0,2,11.76950156,7,0,2,0,0,7.503954202,B
1313,20,1,2,3,20.17760677,24,0,1,0,0,9.656779155,A+
1314,20,1,2,1,14.54431694,25,0,0,0,0,8.194098316,A
1315,20,0,0,2,17.78299011,5,1,1,0,1,9.13946836,A+
1316,20,1,0,0,6.923314048,15,1,0,0,1,6.331714857,C
1317,20,1,0,2,11.402309,27,0,4,0,0,7.435313615,B
1318,20,1,0,2,10.46207536,3,1,3,1,0,7.279694676,B
1319,20,1,2,2,14.08083715,11,0,3,0,0,8.111658583,A
1320,20,0,1,1,18.61732142,10,0,3,0,0,9.279479524,A+
1321,20,1,0,1,6.440816721,2,0,1,1,0,6.169423725,C
1322,20,1,0,1,6.351163525,11,0,4,1,0,6.184243547,C
1323,20,1,0,1,18.44938657,29,1,3,1,1,9.387091084,A+
1324,20,0,0,0,8.533223561,4,0,2,0,0,6.670678544,C
1325,20,1,1,2,15.62505062,5,1,1,0,1,8.583931808,A
1326,20,0,3,4,13.66699317,18,0,3,0,0,8.00543035,A
1327,20,0,2,4,18.17834481,17,0,3,0,1,9.216781186,A+
1328,20,1,0,3,7.168049709,15,1,3,0,0,6.382219221,C
1329,20,1,2,2,7.241068356,22,0,0,0,0,6.313828138,C
1330,20,0,2,2,13.88384116,10,0,1,1,1,8.135899801,A
1331,20,1,2,1,19.94366794,4,0,2,1,1,9.708165422,A+
1332,20,0,0,2,11.67774291,8,0,3,0,1,7.542876443,B
1333,20,0,0,2,10.30798823,2,0,0,0,0,7.102482283,B
1334,20,1,0,2,14.65961169,29,0,2,0,1,8.298957393,A
1335,20,1,0,2,19.69586712,7,0,2,0,0,9.544505301,A+
1336,20,0,0,1,18.24109962,5,0,3,0,0,9.182403353,A+
1337,20,0,0,1,20.70752283,3,0,2,1,0,9.854766581,A+
1338,20,0,0,3,5.573289072,11,0,2,0,1,5.95898877,D
1339,20,0,2,0,6.977793362,11,0,3,0,0,6.283062148,C
1340,20,1,0,2,14.70283187,24,0,4,0,0,8.284861706,A
1341,20,1,0,3,17.98674461,20,0,1,1,0,9.142589265,A+
1342,20,1,3,2,9.659356436,15,0,1,1,0,6.998577311,C
1343,20,1,3,2,8.943283592,9,0,4,1,0,6.851465977,C
1344,20,1,2,1,17.46406799,21,0,2,0,0,8.970576661,A
1345,20,0,3,1,6.099273282,13,0,3,0,0,6.056986208,C
1346,20,1,1,3,10.96817452,12,0,3,0,0,7.310384049,B
1347,20,1,3,2,13.09036568,8,0,1,0,1,7.881539832,B
1348,20,1,0,2,13.93875716,6,0,3,1,0,8.124859511,A
1349,20,1,0,0,16.55623577,11,0,3,0,0,8.748921316,A
1350,20,1,0,0,10.74204459,4,0,2,0,0,7.239313959,B
1351,20,0,0,4,14.75286758,17,0,0,0,0,8.247431709,A
1352,20,0,0,1,14.32806213,3,0,4,0,0,8.187448239,A
1353,20,0,1,2,13.7406949,1,0,2,0,1,8.061148452,A
1354,20,1,2,0,15.18529567,2,1,3,0,0,8.44558865,A
1355,20,0,1,2,9.258098217,25,0,3,0,0,6.87072247,C
1356,20,0,0,3,6.538980611,11,1,2,0,0,6.207594883,C
1357,20,1,2,2,7.077559343,2,1,3,1,1,6.458345746,C
1358,20,1,1,1,8.715725952,3,0,4,0,1,6.792617229,C
1359,20,1,0,2,13.003079,5,0,2,0,0,7.821435551,B
1360,20,0,1,2,18.29577612,11,0,2,0,0,9.184245851,A+
1361,20,0,0,2,16.13122977,18,0,4,1,0,8.702319549,A
1362,20,1,0,3,17.49618718,9,0,1,1,0,9.015812041,A+
1363,20,1,3,2,10.68184304,29,1,0,0,0,7.249926879,B
1364,20,0,0,3,11.51683598,0,1,4,0,0,7.513597261,B
1365,20,0,0,2,11.34616267,16,0,3,1,0,7.457870503,B
1366,20,1,2,1,8.206916202,15,0,4,1,1,6.712163379,C
1367,20,1,2,1,6.174481349,8,0,0,0,0,6.038625432,C
1368,20,0,0,1,14.41425033,24,1,1,0,1,8.273069727,A
1369,20,1,0,3,20.6100373,20,1,1,0,0,9.817925613,A+
1370,20,0,0,2,7.817350966,8,1,3,1,0,6.599063206,C
1371,20,0,1,2,5.948430532,26,0,3,0,0,6.018731265,C
1372,20,0,0,1,17.34827061,22,0,2,0,0,8.940810409,A
1373,20,0,0,1,9.151337882,8,0,0,0,0,6.804982702,C
1374,20,1,3,2,18.12779253,11,0,3,0,0,9.153500419,A+
1375,20,1,1,2,16.17234815,22,1,2,1,0,8.73808278,A
1376,20,0,0,1,19.93269947,8,1,1,1,0,9.693019492,A+
1377,20,0,1,2,11.58331256,14,0,4,0,1,7.531333109,B
1378,20,0,1,0,15.51953084,1,0,1,1,0,8.506589182,A
1379,20,0,0,1,12.45329659,10,0,3,0,0,7.692622654,B
1380,20,0,0,2,15.03137974,10,1,3,1,0,8.456320329,A
1381,20,1,2,1,12.21598298,7,0,2,1,1,7.718895678,B
1382,20,1,0,4,8.156501611,22,0,1,1,0,6.611995837,C
1383,20,1,1,1,13.12284869,5,0,2,1,0,7.902268873,B
1384,20,1,0,1,13.44464313,20,0,3,0,0,7.948277795,B
1385,20,0,0,1,17.83161542,19,1,1,1,0,9.152608604,A+
1386,20,0,0,2,16.66365542,6,0,3,0,0,8.77635304,A
1387,20,0,0,2,15.54786971,2,0,4,0,0,8.50142914,A
1388,20,0,0,2,6.986021486,7,0,4,0,0,6.297502606,C
1389,20,0,0,0,16.43180897,17,0,2,0,0,8.704655742,A
1390,20,1,2,0,13.00474688,16,0,3,1,0,7.884853816,B
1391,20,0,3,2,19.13043723,10,0,4,0,0,9.424075251,A+
1392,20,1,2,3,19.53132564,1,0,2,1,0,9.551879335,A+
1393,20,1,2,3,6.080213632,24,1,1,1,0,6.12756841,C
1394,20,1,0,0,17.98775761,20,0,1,1,1,9.192850049,A+
