title,text,subject,date
" In A Heartless Rebuke To Victims, Trump Invites NRA To Xmas Party On Sandy Hook Anniversary","It almost seems like Donald Trump is trolling America at this point. In the beginning, when he tried to gaslight the country by insisting that the crowd at his inauguration was the biggest ever   or that it was even close to the last couple of inaugurations   we all kind of scratched our heads and wondered what kind of bullshit he was playing at. Then when he started appointing people to positions they had no business being in, we started to worry that this was going to go much worse than we had expected.After 11 months of Donald Trump pulling the rhetorical equivalent of whipping his dick out and slapping it on every table he gets near, I think it s time we address what s happening: Dude is a straight-up troll. He gets pleasure out of making other people uncomfortable or even seeing them in distress. He actively thinks up ways to piss off people he doesn t like.Let s set aside just for a moment the fact that that s the least presidential  behavior anyone s ever heard of   it s dangerous.His latest stunt is one of the grossest yet.Everyone is, by now, used to Trump not talking about things he doesn t want to talk about, and making a huge deal out of things that not many people care about. So it wasn t a huge surprise when the president didn t discuss the Sandy Hook shooting of 2012 on the fifth anniversary of that tragic event. What was a huge surprise was that he not only consciously decided not to invite the victims  families to the White House Christmas party this year   as they have been invited every year since the massacre took place, along with others who share those concerns.In each of the past 4 years, President Obama invited gun violence prevention activists, gun violence survivors (including the Sandy Hook families) and supportive lawmakers to his Christmas party. Zero gun lobbyists were in attendance. pic.twitter.com/QePW9FtbSh  Shannon Watts (@shannonrwatts) December 15, 2017The last sentence of that tweet is important, because that s exactly who Donald Trump did invite to the White House Christmas party. Instead of victims. On the anniversary day.Yesterday was the 5 year mark of the mass shooting at Sandy Hook School, which went unacknowledged by the President. On the same day, he hosted a White House Christmas party to which he invited @NRA CEO Wayne LaPierre. Here he is at the party with @DanPatrick. pic.twitter.com/mUbKCIWGxB  Shannon Watts (@shannonrwatts) December 15, 2017Wayne LaPierre is the man who, in response to the Sandy Hook massacre, finally issued a statement that blamed gun violence on music, movies, and video games, and culminated with perhaps the greatest bit of irony any man has ever unintentionally conceived of: Isn t fantasizing about killing people as a way to get your kicks really the filthiest form of pornography? Yes. Yes, it is, Wayne.Anyway, Happy Holidays Merry Christmas from Donald Trump, everyone!Featured image via Alex Wong/Getty Images",News,"December 16, 2017"
 KY GOP State Rep. Commits Suicide Over Allegations He Molested A Teen Girl (DETAILS),"In this #METOO moment, many powerful men are being toppled. It spans many industries, from entertainment, to journalism, to politics and beyond. Any man that ever dared to abuse his power to sexually harass, molest, or assault women better brace himself for being rooted out, publicly shamed, and forced into early retirement.Well, unfortunately, the latest bombshell story has actually resulted in the suicide of a lawmaker. Kentucky State Representative Dan Johnson left a suicide note on Facebook and then shot himself on a bridge, according to reports from local authorities. Bullitt County Sheriff Donnie Tinnell reported to local station WDRB that Johnson s body was found after his suicide note from Facebook was reported to the local police. Here is that note:Now, nobody wants to celebrate a suicide. This man should have resigned gracefully and faced his accuser, who was a friend of his daughter s, who says that Johnson molested her while she was passed out drunk in his home. Apparently, Johnson, who referred to himself as some kind of  pope,  routinely engaged in parties with plenty of alcohol with minors. Johnson s home was called the  Pope s House,  and he was the preacher at the Heart of Fire City Church, where the alleged molestation took place.Now, innocent until proven guilty and all of that, but if someone commits suicide, it s likely there could be some merit there. That s a rather extreme measure to take. Further, by all accounts, this guy was no saint. He was heavily pro-gun, opposed any and all abortion rights, and has referred to President Barack Obama and First Lady Michelle Obama as monkeys on his Facebook page, among other racist messages and images.Again, we re not glad the man is dead. But, it is important for people to remember him for exactly who he was. We grieve for the loss his children, wife, and grandchildren suffered, for nobody deserves such a loss. However, methinks the people of Kentucky are much better off. Sad to say, but true.Featured image via screen capture",News,"December 13, 2017"
 Meghan McCain Tweets The Most AMAZING Response To Doug Jones’ Win In Deep-Red Alabama,"As a Democrat won a Senate seat in deep-red Alabama, social media offered up everyone s opinion because that s what social media does. Democrat Doug Jones narrowly defeated accused pedophile and serial sexual assaulter Roy Moore in a special election for the Senate seat vacated by Jeff Sessions when he was appointed Attorney General. And some Republicans aren t exactly heartbroken about this.Take Meghan McCain   John McCain s daughter. She went right after one of Trump s biggest supporters Steve Bannon as soon as the election results were announced:Suck it, Bannon  Meghan McCain (@MeghanMcCain) December 13, 2017Three simple words. It s amazing what three simple words can say.Steve Bannon spoke at Moore s election night rally, which we assume was supposed to be a night of celebration. Bannon endorsed Moore early on, against Luther Strange, whom Donald Trump himself campaigned for earlier this year. Bannon s support for Moore remained steadfast even in the wake of multiple allegations surfaced against him of sexual assault, harassment and even pedophilia. Bannon even said,  There s a special place in hell  for those who refuse to support Moore.On Dec. 12, the people of Alabama rejected Roy Moore s penchant for pursuing, even assaulting, teenage girls. They rejected his hate and bigotry. They rejected an asshat who has been removed from Alabama s Supreme Court twice for violating federal court orders, thus demonstrating he has no respect for the rule of law. And they sent a message to the Republican Party that this bullshit will no longer be tolerated. If deep-red Alabama can elect a Democrat, then anyone can. And that should have Republicans scared out of their minds.Well, we re going there, along with Meghan McCain and anyone else who believed Moore shouldn t ever hold public office. Even Republicans have their limits, it seems.Featured image via Frederick M. Brown/Getty Images",News,"December 12, 2017"
 CNN CALLS IT: A Democrat Will Represent Alabama In The Senate For The First Time In 25 Years,"Alabama is a notoriously deep red state. It s a place where Democrats always think that we have zero chances of winning   especially in statewide federal elections. However, that is just what happened on Tuesday night in the Special Election to replace Senator Jeff Sessions. Doug Jones, the Democratic Senate candidate who is known in the state for prosecuting the Ku Klux Klan members who bombed a church during the Civil Rights Movement and killed four little African American girls, will be the next Senator from Alabama. CNN has just called the race, as there seems no more GOP-leaning counties out there.To contrast, Roy Moore had been twice removed from the Alabama Supreme Court as Chief Justice for violating the law, and was also credibly accused of being a sexual predator toward teen girls. Despite all of that, though, the race was a nail biter, because Moore has a long history and a deep base in Alabama. Of course, decent people   including Republicans   were horrified at the idea of a man like Roy Moore going to the Senate. Despite the allegations of sexual predation, Moore also had said many incendiary things, such as putting forth the idea that Muslims shouldn t be allowed in Congress, that homosexuality should be illegal, and that America was great when slavery was legal. And that s just for starters, too.Thank you Alabama, for letting sanity prevail in this race. Oh, and a message to Democrats   this is proof we can compete everywhere. Get a fifty state strategy going so we can blow the GOP outta the water in 2018.Featured image via Justin Sullivan/Getty Images",News,"December 12, 2017"
 White House: It Wasn’t Sexist For Trump To Slut-Shame Sen. Kirsten Gillibrand (VIDEO),"A backlash ensued after Donald Trump launched a sexist rant against Kirsten Gillibrand Thursday morning, saying that the Democratic Senator  would do anything  for a campaign contribution. Trump was calling Gillibrand a whore.White House press secretary Sarah Huckabee Sanders somehow denied that Trump s tweet was sexist. There is no way that is sexist at all,  Sanders told reporters.Then Sanders tried to explain what Trump really meant (we all know what he really meant). According to Sanders, Trump was merely accusing Gillibrand of being  controlled by contributions,  and hammering home his pledge to  drain the swamp  in Washington, according to The Hill. I think that the president is very obvious,  she said.  This is the same sentiment the president has expressed many times before when he has exposed the corruption of the entire political system. Sanders claims that Trump does not owe Gillibrand an apology if his words were taken as sexist. I think only if your mind is in the gutter you would have read it that way, so no,  she said.Watch:Gillibrand called on Trump to resign after Trump s accusers came back into the spotlight by hosting a press conference in which they called for an investigation into his past behavior. Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office  begging  for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill & Crooked-USED!  Trump tweeted this morning.Gillibrand responded to Trump s attack, saying that she won t be silenced. You cannot silence me or the millions of women who have gotten off the sidelines to speak out about the unfitness and shame you have brought to the Oval Office,  she tweeted.Yeah, Trump, you called her a whore.Image via screen capture.",News,"December 12, 2017"
 Despicable Trump Suggests Female Senator Would ‘Do Anything’ With Him For Campaign Money (TWEET),"Donald Trump is afraid of strong, powerful women. He is a horrific misogynist, and has shown himself to be so over and over again. That is nothing new. He has mocked the weight of a beauty queen, made repeated suggestions about women s menstrual cycles, and had repeatedly called women who accuse men   including himself   of sexual harassment and sexual assault of being liars and threatened to sue him. Now, he has gone even lower with an attack on Democratic Senator Kirsten Gillibrand (NY).In an early morning tweet, Trump actually suggested that Senator Gillibrand would have sex with him for campaign money. No, I m not kidding. Here is the tweet:Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office  begging  for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill & Crooked-USED!  Donald J. Trump (@realDonaldTrump) December 12, 2017For one thing, I don t think Kirsten Gillibrand has to beg the likes of Donald Trump for anything, and she certainly would not stoop anywhere near doing what Trump is suggesting for campaign money. Think about this, folks: the sitting  president  is actually saying that a sitting Senator offered him sex in exchange for campaign money. That is truly beyond the pale. We already knew that Donald Trump was a sexist asshole, but this is a new low, even for him.General Kelly, General McMaster, and whomever else is running that White House   DO SOMETHING about this fool s Twitter habit. It is way out of control, and he does great damage to the nation with ever 140 280 character outburst. This is outrageous. Forget the fact that the orange overlord is currently squatting in the Oval Office   no adult, period, should be acting like this.In this watershed  Me Too  moment in America, it is time to call out the Sexist-in-Chief for what he is   a complete misogynist who has no respect for women and never has. Ivanka, Melania, Sarah Huckabee Sanders, Hope Hicks, and all the other women in Trump s orbit need to step up and say that there s been more than enough. Curtail this man s sexist behavior, or turn in your woman card. Every last one of you.Featured image via Alex Wong/Getty Images",News,"December 12, 2017"
 Accused Child Molesting Senate Candidate Roy Moore Sides With Putin Over Reagan (VIDEO),"Ronald Reagan is largely seen as the Messiah of the Republican Party. Despite how long it has been since the man was president, he has always remained the high standard of GOP morality for potential office holders. That is, until now. Reagan is likely rolling over in his grave at the idea of the state of his party with Donald Trump as its standard-bearer, and he s likely doing the same at the prospect of a bigoted accused child molester like Roy Moore (R-AL) being the next GOP Senator from Alabama. Well, now Reagan has another reason to hate Moore: He s clearly in the pocket of Russian autocrat Vladimir Putin just like Donald Trump is.During an interview where he s talking about Americans being the face of  evil  in the world right now, Moore indicates that Putin s harsh and murderous treatment of LGBTQ people in Russia is something he would like to see happen in the United States. Then, he does something most appalling, and goes on to give Putin a message in Russian. Now, no one knows where a bigoted, backwoods buffoon like Roy Moore would learn Russian. After all, he s barely left Alabama, where he has spent the last 40+ years wreacking havoc and just basically cementing Alabama s place as America s bigoted boil on the butt of humanity wherever and whenever he can. However, he managed to learn enough Russian to dog whistle to Putin in that interview. That should disturb us all. Not only is the man being a homophobe, a racist, a misogynist, and more than likely a child molester, he s also a Russian stooge.America, we can do better. We have enough Russian puppets at the highest levels of government. Lord knows we don t need one in the United States Senate.Watch the appalling video below:Please watch this until the end, Roy Moore sides with Putin over Reagan, says that America is the focus of evil in the world, and sends a nice message to Putin in Russian. pic.twitter.com/wFgDkvzEhT  The Reagan Battalion (@ReaganBattalion) December 10, 2017Featured image via Drew Angerer/Getty Images",News,"December 11, 2017"
" WATCH: Fox Host Calls For A ‘Cleansing’ Of The FBI, And To Arrest Everyone Investigating Trump"," Judge  Jeanine Pirro has continued her screamy ragey meltdown over special counsel Robert Mueller s investigation into any possible collusion between the Trump campaign and Russia during the 2016 election. The Fox host is trying to discredit the FBI and we re wondering where the  Blue Lives Matter  crowd is as she tries to take down law enforcement officials. On Saturday night, Pirro said there needs to be a  cleansing  at the FBI and the Department of Justice.Pirro claims that quite a few officials are protecting Hillary Clinton   who does not hold public office   or are destroying Donald Trump, and singled out Deputy Director of the FBI Andrew McCabe, FBI official Peter Strzok, former Associate Deputy Attorney General Bruce Ohr, former FBI Director James Comey and you guessed it: Special Counsel Robert Mueller   all of whom she says need to be arrested and placed in handcuffs. There have been times in our history where corruption and lawlessness were so pervasive, that examples had to be made,  she shrieked.  This is one of those times. There is a cleansing needed in our FBI and Department of Justice   it needs to be cleansed of individuals who should not just be fired. But who need to be taken out in cuffs,  Pirro declared.Watch:.@JudgeJeanine:  There have been times in our history where corruption and lawlessness were so pervasive, that examples had to be made. This is one of those times.  pic.twitter.com/I2a1Uz5DGK  Fox News (@FoxNews) December 10, 2017Pirro has been trying to work Trump up into a frenzy over Hillary Clinton by using conspiracy theories. She got so out of hand that even Trump became  visibly agitated  and walked out on her during her rant.Pirro s husband was convicted of conspiracy and tax evasion in 2000. For that, he was sentenced to spend over two years  locked up  in prison for improperly deducting $1.2 million of his personal expenses as business write-offs while living a lavish lifestyle. Mr. Pirro was convicted on all 34 counts.Pirro split with her hubby after he admitted to fathering a child with another woman. He told the press and Pirro failed to give him enough attention. I know! Maybe if he changed his name to Hillary Clinton then he d get all the attention he needs.Pirro s hatred for Hillary Clinton goes way back and it appears to stem from jealousy.Maybe Pirro should heed the advice from Pirro in 2016 when she said,  We cannot have a country run by a president subject to ongoing criminal investigations, potential indictments and never-ending hearings [W]hether she s indicted or even guilty, it doesn t matter. I ll just leave this here:When you re attacking FBI agents because you re under criminal investigation, you re losing https://t.co/SIoAxatCjp  Sarah Sanders (@SarahHuckabee) November 3, 2016Image via screen capture. ",News,"December 10, 2017"
 Liberal Group Trolls Trump At Roy Moore Rally In The Best Possible Way (VIDEO),"Donald Trump held a rally for Alabama Senate candidate and alleged pedophile Roy Moore in Pensacola, Florida on Friday night which he later claimed was  packed to the rafters  but the venue was barely half-filled with supporters. Outside of the rally, a liberal group targeted the former reality show star and Moore by using Ivanka Trump s own words.American Bridge used a mobile billboard featuring Ivanka Trump s criticism of Moore.  The truck displayed,  There s a special place in hell for people who prey on children  along with Trump s daughter s picture emblazoned across it.Happening now at @realDonaldTrump s rally: we re driving a mobile billboard promoting @IvankaTrump s condemnation of Roy Moore. https://t.co/XpDJYFZjzn #alsen pic.twitter.com/exQIAjZJ05  American Bridge (@American_Bridge) December 9, 2017The group s site says that the quote above and  I have no reason to doubt the victims  accounts  by Ivanka were blasted over a loudspeaker outside of the rally.Watch:We re in Pensacola promoting @IvankaTrump s comments on Roy Moore   pic.twitter.com/NJ3evTw0mw  American Bridge (@American_Bridge) December 9, 2017 There is a special place in hell for people who prey on children,  Ivanka Trump told the Associated Press after Moore s scandal became public.  I ve yet to see a valid explanation, and I have no reason to doubt the victims  accounts. Trump has given Moore his full support despite the Alabama Senate candidate being accused by multilple women of targeting them when they were teenagers and he was in this thirties and working as a district attorney.The truck was reportedly parked across the street from the rally, and was eventually driven around the crowd by American Bridge staffers, The Hill reports.Donald Trump has been accused of sexual harassment or assault by 19 women and yet, conservatives rewarded him by electing him to the highest seat in the land. Right-wing Alabama evangelicals seem to take no issue with Moore s scandalous past, which includes hating Muslims, the LGBTQ community, and allegedly creeping up on young girls.Photo by Drew Angerer/Getty Images.",News,"December 9, 2017"
" Don Jr. Tries To Mock Al Franken’s Resignation, Backfires Immediately","When Sen. Al Franken (D-MN) announced his plans to resign Thursday, he specifically called out Donald Trump over the Access Hollywood video and Roy Moore, an alleged pedophile who is running for the Senate seat in Alabama with the GOP s blessing. Donald Trump Jr., not known for being a brainiac, decided to mock Franken on Twitter as if he didn t listen to the Democrat s amazing speech. Junior invoked one of the former comedian s  Saturday Night Live  most well-known characters, writing,  because I m good enough, I m smart enough, and God-darnit people like me  and included the hashtag  #Franken. because I m good enough, I m smart enough, and God-darnit people like me. #Franken  Donald Trump Jr. (@DonaldJTrumpJr) December 7, 2017Twitter gave Junior a wake-up call:pic.twitter.com/NmuRm5MgMz  liberalgranny50 (@peppersandeggs) December 7, 2017I am sure daddy @realDonaldTrump can sympathize as he is a fellow sexual predator  pic.twitter.com/Qesftp1u28  Matt Slavin (@tHemAttsLavin) December 7, 2017 Grab  em by the pussy.  Donald Trump.  Mrs. SMH (@MRSSMH2) December 7, 2017Did you wear a diaper when you tweeted this?  Tony Posnanski (@tonyposnanski) December 7, 2017 And when you re a star, they let you do it. You can do anything. Grab  em by the pussy.    your dad  Aaron Rupar (@atrupar) December 7, 2017Your father is a rapist. Ask your mom if you don t believe me.Also: you ll be in prison this time next year, traitor.  Greg Olear (@gregolear) December 7, 2017This is coming from Donald  I do not recall  Trump Jr.  Rep. Jackie Sharp (@JackieSharp) December 7, 2017Can t wait to tweet joke about you when you go to prison. pic.twitter.com/JajOLBYqc6  American Dad   (@okiedokiepokey) December 7, 2017pic.twitter.com/zB2kijzXk1  Meghan Morris (@seaghost78) December 7, 2017 I moved on her actually. You know she was down on Palm Beach. I moved on her and I failed. I ll admit it. I did try and fuck her. She was married. Your Dad #Franken #25thAmendmentNow  Lesley Abravanel (@lesleyabravanel) December 7, 2017Calm down Fredo, go shoot a sedated animal or something, it s what you re good at.  Motive of Christmas Past (@Falsemotive) December 7, 2017Yes, Jr, your Father (Sexual Predator) such a shining example to your 2 daughters.  Nothing in the world like First Rate P*ssy  he said.  cantblameobamaanymor (@DrRev_Mustafa1) December 7, 2017Franken said during his speech, I, of all people, am aware that there is some irony in the fact that I am leaving while a man who has bragged on tape about his history of sexual assault sits in the Oval Office and a man who has repeatedly preyed on young girls campaigns for the Senate with the full support of his party. Trump and Moore support each other.Photo by Jeff Vinnick/Getty Images",News,"December 7, 2017"
" BREAKING: Cop Finally Gets His Due, Walter Scott’s Killer Sentenced To Prison (DETAILS)","In America, we have been having a conversation about police brutality against black Americans. Despite the countless black people murdered unjustly by police, there is usually no justice. Sandra Bland, Philando Castile, Keith Lamont Scott, Michael Brown, Freddie Gray too many to mention here, really. All of those people were senselessly murdered by cops who chose to be their judges, juries, and executioners, and they did so with impunity and without consequence. However, there is hope, and it is coming out of South Carolina, of all places.North Charleston police officer Michael Slager murdered Walter Scott, a black man who was fleeing after a routine traffic stop in cold blood in 2015. He would have gotten away with it, too, had it not been for a citizen who was brave enough to tape the murder. The tape showed that Slager had lied about his life being in danger, and it showed him cuffing Scott s lifeless body, and then planting a taser as  evidence.  Here is the news report of that damning tape:Thanks to that tape, Slager was arrested and charged with murder. Now, fast forward two years later, and Slager has been convicted of murder. U.S. District Judge David Norton decided to throw the book at Slager, and sentenced the murdering ex-cop to 19-24 years in prison.The original case ended in a mistrial, but the state of South Carolina seemed determined to get justice for Walter Scott, and that happened on December 7, 2017.  Of course, Slager s family begged for mercy from the judge, but luckily those calls were ignored. Michael Slager is a murderer, and he deserves the sentence he got.So many times, these cases end with the murderous cops back on the force, out in the streets after what amounts to nothing more than a paid vacation, free to murder another black person at will again. Thankfully, for once, the system worked as it should. For once, I am proud to be a South Carolinian. Hopefully this sets a precedent, and helps us turn a corner toward the arc of justice.Watch the video of the remarks of the Scott family below: Featured image via Grace Beahm-Pool/Getty Images",News,"December 7, 2017"
 Watch: Is This Proof Trump Is Unfit for Service?,"New questions are being asked about President Donald Trump s ability to lead after he slurred his words during a speech about his Jerusalem decision. Possible reasons for this include: fatigue, a dry mouth (the White House explanation), the use of drugs or alcohol, a problem with his dentures or more troubling issues dealing with his mental or physical health. Morning Joe reported this morning that, unlike other presidents, Trump has opted not to get his physicals at the Walter Reed Army Medical Center.Questions about Trump s mental stability have been growing over the last few months. While he has never been viewed as a stable person in the traditional sense, his tweets and comments have gotten more erratic. He was widely criticized recently when he retweeted several anti-Muslim videos that were posted by radicals in the United Kingdom.One psychiatrist talk to MSNBC s Lawrence O Donnel about his impressions of Trump s state of mind.Many think that any degradation in Trump s mental state may be due to the increased pressure he is feeling from Robert Mueller s investigations into collusion between his campaign and the Russian government. This has increased since former National Security Advisor Michael Flynn pleaded guilty to lying to the FBI.All of this talk is leading to more people to ask if Trump should be removed from office, citing the 25th Amendment to the U.S. Constitution. Rep. Jamie D. Raskin (D-MD) has circulated a  dear colleague  letter suggesting just that. As published in the Washington Post, it says: Please join a rapidly growing group of colleagues in cosponsoring H.R. 1987, the Oversight Commission on Presidential Capacity Act. It sets up and defines the Congressionally-appointed  body  called for by the 25th Amendment. Under Section 4 of the 25th Amendment, the Vice-President and a majority of the Cabinet or the Vice-President and a majority of  such other body as Congress may by law provide  can determine that the President is for reasons of physical or mental incapacity unable to discharge the powers and duties of his office. The 25th Amendment was added to the Constitution in 1967, but in the last 50 years Congress never created the  body  that its language contemplated. Perhaps it never occurred to prior Congresses that setting up this body was necessary. For obvious reasons, it is indeed necessary, and now is the time for us to do it. While the Republicans in the Cabinet and Congress may not yet be ready to take this step, it is out there.Featured image via Andrew Burton/Getty Images",News,"December 7, 2017"
" Trump Completely SCREWS The Middle East Peace Process, Just Another Wednesday For Him","On Wednesday, Donald Trump took a step no previous president had ever dared to consider. He has declared that the United States now officially recognizes the city of Jerusalem as the capital of Israel, and announced plans to move the American embassy from Tel Aviv to the holy city.The only problem is, the city isn t just holy to the country of Israel.While Trump indicated that he wasn t  taking a position  on any contested land, that s really a misleading statement, since declaring Jerusalem as the capital of Israel in effect gives the city to the Israelis, a position that essentially declares the debate on who all of the land belongs to over.Saeb Erekat, the chief Palestinian negotiator in the peace process, was quick to respond, saying that Trump had  destroyed any possibility of peace  and that he was  pushing this region towards chaos [and] violence. Mustafa Marghouti, an independent Palestinian politician, told Al-Jazeera that: This is not a single act. This US administration that did not speak even once about a two-state solution. This American administration did not say or mention the words  Palestinian state  once. This American administration has failed to exercise any pressure on Israel on the issue of settlements, although Israel has enhanced settlement activities in the occupied territories by no less than 100 percent since President Trump was elected. Many expect to see outrage across the Middle East as news of the decision comes in.The European Union, for their part, insists that their position has not changed, and issued a statement almost immediately declaring that they intended to continue working toward recognizing Jerusalem as the capital of two distinct states   Israel AND Palestine.Just as he does here at home, Trump seems to be uniting people against him, even some that seem to be unlikely pairings. Both the President of Turkey, Recep Tayyip Erdogan, and King Abdullah II of Jordan warned that ignoring the Palestinian, Muslim, and Christian rights in Jerusalem will only fuel further extremism and undermine the war against terrorism. But the decision does make Trump s evangelical supporters in America happy. Their desire to hasten the end of days has been a constant source of bafflement for those seeking to understand the strange relationship between the Jewish state and evangelicalism. According to Christian traditions, the Jews will all die in the Apocalypse, as will everyone who doesn t share their specific beliefs.No wonder they re mostly Republicans.Watch Trump s announcement here:Featured image via Chip Somodevilla/Getty Images",News,"December 6, 2017"
 Trump Only Cares About Trump; Why He Is Recognizing Jerusalem Today,"President Donald Trump announced yesterday that he plans to formally recognize Jerusalem as the capital of Israel. While this is left most pundits perplexed, the reasoning is clear. Trump wants to divert attention from Robert Mueller s investigation. It is no coincidence that the day after the news broke that Deutsche Bank has received subpoenas for information on the Trump family s assets, that this Jerusalem decision was announced. What could be a bigger news story than getting this information? A blow up in the Middle East.Look at the reaction world leaders have had to this announcement. American allies throughout the Middle East and Europe have asked Trump not to do this and have stressed how dangerous a statement this is. US News and World Report put this out today: The mere consideration of Trump changing the status quo sparked a renewed U.S. security warning on Tuesday. America s consulate in Jerusalem ordered U.S. personnel and their families to avoid visiting Jerusalem s Old City or the West Bank, and urged American citizens in general to avoid places with increased police or military presence. It is worth noting that while Trump will formally announce that the U.S. will recognize Jerusalem as Israel s capital, there is no movement underway to relocate the embassy from Tel Aviv. In fact, he has signed an order to delay that decision for another six months. This move is necessary due to the 1995 Jerusalem Embassy Act, which mandated the embassy be moved. It also allowed the president to delay that by six months and every president since that act became law has done so this way.The Atlantic has even compared this decision to Trump  wagging the dog,  a reference to a movie where a U.S. president goes to war with Albania to take the public s attention away from his own scandals involving a mistress. The film was viewed as a parody of President Bill Clinton s military actions in Afghanistan and Sudan after he acknowledged an affair with Monica Lewinsky.While whether or not Clinton attacked other countries to distract the nation from his actions with Lewinsky may be a point that is up for debate, it is clear that Trump likes to do things to distract the public s attention. Catherine Rampell wrote about this tactic late last year in the Washington Post. She wrote: Welcome to 2017, the ouroboros of distractions, where every terrible thing is a head-fake for a ruse for a diversion for a misdirection from something else much, much worse. Trump makes announcements, sends tweets and says things without any thought to the real world consequences that follow. Experts in the Middle East fear that the Jerusalem announcement will lead to real deaths. Many people worry  that his thoughtless and impetuous tweets will lead to a nuclear war. His thoughtless comments confuse and enrage many.By making such a move, for such purely personal reasons, Trump is proving, once again, that he is not fit to be president of a condo association, much less of the United States.Featured image by Andrew Burton/Getty Images.",News,"December 6, 2017"
 Watch: Trump Supporting Coal CEO Upset Trump Is Wiping Out ‘Thousands’ Of Coal Mining Jobs,"While on the campaign trail, Donald Trump promised to revive the coal industry and after he took power, he signed an executive order rolling back a temporary ban on mining coal and a stream protection rule that was imposed by the Obama administration. Trump vowed to bring back thousands of mining jobs in struggling rural areas.  I made them this promise,  Trump said,  we will put our miners back to work. That was then and this is now.Coal CEO Robert Murray, a fierce supporter of Trump s, warns that if the Senate version of tax reform is enacted by the current occupant of the White House, he will be destroying thousands of coal mining jobs in the process.Murray said the Senate legislation will raise Murray Energy s taxes by $60 million a year,  notwithstanding the other so-called benefits the Senate has proposed,  CNBC reports. This means that very capital-intensive, highly leveraged employers, like coal-mining companies, will be forced out of business, with tragic consequences for our families and for many regions of our country,  Murray said. We won t have enough cash flow to exist. It wipes us out,  Murray told CNNMoney in an interview on Tuesday. This wipes out everything that President Trump has done for coal,  said Murray, the head of one of America s largest coal companies.CNN reports:Murray warned that a bankruptcy of his Ohio-based company would hurt its 5,500 employees along with their families. Asked if other coal mining companies could go out of business, he said:  Most certainly. Watch:Murray hosted a fundraiser for Trump during the campaign. And today, Murray warns that the GOP tax plan will  wipe out  coal mining jobs.Who saw this coming? Besides all of us. Trump supporters have been suckered.Image via screen capture. ",News,"December 6, 2017"
" Sitting GOP Senator Has Had ENOUGH, Donates To Alabama Democrat For Senate (IMAGE)","Arizona Republican Senator Jeff Flake has never been a fan of Donald Trump or his incendiary, divisive brand of politics. Now, he is a leading GOP voice against electing Roy Moore (R-AL) to the United States Senate. Moore is an accused child molester, and has a lifetime history of making all kinds of bigoted and incendiary comments. He has said that homosexuality should be illegal, and that Muslims should not be allowed to serve in Congress. Moore was also removed twice from the Alabama Supreme Court for refusing to comply with higher court rulings. Well, Flake has finally had enough of his party enabling characters like Moore. He had already said that if he lived in Alabama, he d be voting for Democrat Doug Jones. Now, Flake  has taken his support of Jones even further, in the wake of the Republican National Committee s decision to support an accused child molester rather than a Democrat.Taking to Twitter, Senator Flake posted an image of a check   made out to Doug Jones  Senate campaign. Here is the tweet, captioned  Country over Party :Country over Party pic.twitter.com/JZMTaEYdxQ  Jeff Flake (@JeffFlake) December 5, 2017Now, I don t agree with Jeff Flake on anything politically, but I can say that he is trying to act with morality and decency here. One could argue that Flake s plans to retire from the Senate mean that he can do this without consequence, but at this point, that matters not. We do not need a pedophile in the United States Senate, and the GOP apparatus should be ashamed of themselves for trying to get Roy Moore elected. But, hey   better a pedophile than a Democrat, right?Featured image Drew Angerer/Getty Images",News,"December 5, 2017"
